package;N;R;BS;k;mode;actualMode;nIter;sharedBytes;avgKernelMs;gflops;cpuMs;cpuGflops;valid
0;4096;1;8;1;c;c;20;400;1,202944;125,398626;326,531375;0,461969;PASS
0;4096;1;8;1;d;d;20;400;1,419973;106,232685;326,531375;0,461969;PASS
0;4096;1;8;2;a;a;20;0;1,608525;93,780037;326,531375;0,461969;PASS
0;4096;1;8;2;b;b;20;0;1,507728;100,049560;326,531375;0,461969;PASS
0;4096;1;8;2;c;c;20;720;0,848830;177,712204;326,531375;0,461969;PASS
0;4096;1;8;2;d;d;20;720;0,967014;155,993047;326,531375;0,461969;PASS
0;4096;1;8;8;a;a;20;0;4,695245;32,127722;326,531375;0,461969;PASS
0;4096;1;8;8;b;b;20;0;4,805150;31,392884;326,531375;0,461969;PASS
0;4096;1;8;8;c;c;20;2640;1,016973;148,329945;326,531375;0,461969;PASS
0;4096;1;8;8;d;d;20;2640;1,020979;147,747889;326,531375;0,461969;PASS
0;4096;1;16;1;a;a;20;0;1,080152;139,653974;326,531375;0,461969;PASS
0;4096;1;16;1;b;b;20;0;1,092301;138,100718;326,531375;0,461969;PASS
0;4096;1;16;1;c;c;20;1296;1,121005;134,564569;326,531375;0,461969;PASS
0;4096;1;16;1;d;d;20;1296;1,304006;115,680050;326,531375;0,461969;PASS
0;4096;1;16;2;a;a;20;0;1,126195;133,944381;326,531375;0,461969;PASS
0;4096;1;16;2;b;b;20;0;1,125885;133,981311;326,531375;0,461969;PASS
0;4096;1;16;2;c;c;20;2448;0,811344;185,923027;326,531375;0,461969;PASS
0;4096;1;16;2;d;d;20;2448;0,915090;164,844539;326,531375;0,461969;PASS
0;4096;1;16;8;a;a;20;0;4,561766;33,067788;326,531375;0,461969;PASS
0;4096;1;16;8;b;b;20;0;4,685261;32,196185;326,531375;0,461969;PASS
0;4096;1;16;8;c;c;20;9360;0,987699;152,726175;326,531375;0,461969;PASS
0;4096;1;16;8;d;d;20;9360;1,068749;141,144046;326,531375;0,461969;PASS
0;4096;1;32;1;a;a;20;0;1,005293;150,053322;326,531375;0,461969;PASS
0;4096;1;32;1;b;b;20;0;1,054771;143,014446;326,531375;0,461969;PASS
0;4096;1;32;1;c;c;20;4624;1,141376;132,162864;326,531375;0,461969;PASS
0;4096;1;32;1;d;d;20;4624;1,750965;86,151092;326,531375;0,461969;PASS
0;4096;1;32;2;a;a;20;0;0,973459;154,960287;326,531375;0,461969;PASS
0;4096;1;32;2;b;b;20;0;1,019187;148,007676;326,531375;0,461969;PASS
